"card","elo","mainboard","pickrate","picks","mainboards"
"22f1a4a4-c423-4d1c-8775-0ed604a9fa51","836","0","0.00909090909090909","1","0"
"df2af646-3e5b-43a3-8f3e-50565889f456","1518","1","0.18461538461538463","24","6"
"8e7b079d-9ede-421c-bd2b-f9a5126a8e6f","1304","0","0.09933774834437085","15","0"
"ae1f2ab5-c6a5-4d49-a746-3cb4668bf805","822","1","0.04477611940298507","6","1"
"0eaea4fd-a377-4541-9bdd-14921034a975","1144","0.08333333333333333","0.16","48","1"
"49471b65-be9d-4ded-b2e5-dfc81b306b54","1076","0.25","0.096045197740113","17","1"
"38a12bd7-4394-44a8-91a0-6a4ff7fa4f71","1406","1","0.22705314009661837","47","6"
"ec3d4466-547c-4e02-b1b5-a156ec4637e9","1490","1","0.2112676056338028","15","3"
"12cc800c-c7be-4811-8207-fd01a99cc892","974","0.25","0.056","7","1"
"3adb7681-977f-4a32-9ec8-51481b958268","852","0","0.045112781954887216","6","0"
"e0c00a74-bdf8-4fee-8042-42c5878e9e3c","1706","0.6153846153846154","0.32","48","8"
"cd133d30-51ff-4114-a7d7-029345f0f0d7","774","0","0.045454545454545456","8","0"
"7f06c098-6482-4bf3-a9a1-110d6d5b5703","982","0","0.0625","11","0"
"13d4c46b-c2d6-44cc-a252-4a991d471854","1342","0.75","0.10738255033557047","16","6"
"2588f348-d7a3-46c8-9ace-dca53ed5ef99","1356","0.5555555555555556","0.1422924901185771","36","5"
"17fa98cd-ed8f-483f-9525-7e989a82ebb2","1420","1","0.1206896551724138","14","5"
"8ba36878-0816-44c7-b543-8ebfc28c2ecd","1134","0.4","0.09216589861751152","20","2"
"108ae90a-50fa-4cfd-b751-d630e41425fe","1134","1","0.058823529411764705","6","3"
"2fd7018e-1c36-4d7f-8f72-22f2f7f60c60","966","0.25","0.05172413793103448","9","1"
"8b27326f-e7b8-4a4d-b589-df459246d19a","906","1","0.05128205128205128","8","1"
"b4ce2c8f-a19c-461e-8a2e-0ec2bd3ebca3","1416","0.6956521739130435","0.2253968253968254","71","16"
"97cabeda-9fe3-490d-99b4-4c8d87c17157","1328","0.8","0.09782608695652174","18","4"
"34515b16-c9a4-4f98-8c77-416a7a523407","1214","0.6666666666666666","0.13966480446927373","25","6"
"040cbd8a-a9e5-454b-a5ae-9b66bb66b8e9","1110","0","0.12307692307692308","32","0"
"ba48e067-f4d9-45b2-ade1-71cf8cda418c","886","1","0.04697986577181208","7","1"
"380c367f-73ea-485f-a37b-5af0ba160893","638","1","0.006535947712418301","1","1"
"09a70ae8-3859-4a09-901d-dce063fa3b5f","1482","1","0.1792452830188679","19","4"
"1436dd81-496e-42a5-b210-fb5b9cdf073f","984","1","0.03550295857988166","6","3"
"f25351e3-539b-4bbc-b92d-6480acf4d722","1324","1","0.09022556390977443","12","4"
"4eb813fd-2d5a-4b02-8193-662681ef4e7d","1268","0.42857142857142855","0.13170731707317074","27","3"
"54022a10-c9f0-458d-a0ed-228843cd9a40","1038","0.5","0.0457516339869281","7","2"
"217062f5-96f1-454c-9507-17f34ef37070","1196","1","0.0661764705882353","9","1"
"9a1de7e4-9930-4db3-a8f3-d146d0abf38b","1112","0.5","0.058823529411764705","12","3"
"0bfa4512-e35a-4c93-b324-80ec659f5a97","1298","1","0.09090909090909091","13","6"
"ef86989d-ce80-4e55-aece-7d11710eeffa","1406","1","0.15625","10","3"
"65986c1b-8e51-4604-b685-d82fa7d1263a","1278","1","0.10891089108910891","11","3"
"c0957e5e-c71b-439c-931c-9f55d2f76ace","960","0","0.015151515151515152","1","0"
"0ba134d8-ee7d-48ec-8dc6-57942b8e9261","1254","0.6666666666666666","0.11627906976744186","15","2"
"e27193b7-1a47-4555-865d-b1fd4c6d597f","1636","0.6666666666666666","0.15555555555555556","14","6"
"c7c7bffa-442d-4ba5-b778-ad394c192f27","1396","1","0.11564625850340136","17","4"
"e9117015-1050-44dd-a46b-e7ffe2085fae","878","0","0.041666666666666664","5","0"
"fcb2a95b-cef0-4b29-8b2b-538f380aff2b","596","0","0.005649717514124294","1","0"
"34f34409-326d-4994-a0ea-1a69aa278f03","1242","1","0.16455696202531644","13","3"
"ee302659-59ed-4eef-babe-451b9ccf7f14","976","0","0.06923076923076923","9","0"
"a3da7d5b-2c2b-45fe-b9c5-413b8c8fc0a2","760","1","0.02666666666666667","4","1"
"7973820b-fdaf-46ec-9e3e-d4c0e77b5067","1080","0.4444444444444444","0.16428571428571428","46","4"
"45181cb8-2090-4471-ba90-e5a8f04d525f","1210","1","0.1282051282051282","20","7"
"254f87cc-e0c2-484d-b5e8-1ea8c366990c","1518","1","0.147239263803681","24","7"
"8ad91f64-ccab-4edc-bd54-b2ee9267d614","1380","0.6666666666666666","0.09722222222222222","14","6"
"a8abd966-de7b-46a3-8ac7-8747ab35653a","1804","1","0.32098765432098764","26","6"
"60433b48-d27f-413c-905c-43839b1943f1","1260","1","0.0967741935483871","12","5"
"98aa9424-5912-4bd6-9300-b3972a31d8af","1746","0.9","0.21621621621621623","24","9"
"13575cf9-65c1-4861-b21e-eb2155e07766","1416","1","0.1095890410958904","8","1"
"bde94af8-faea-41ff-8eed-ba642eac9968","836","1","0.04216867469879518","7","1"
"c0d8fef4-65f4-4769-982d-b397d2b7e977","1296","1","0.11818181818181818","13","3"
"c1cbbda0-e02b-4b9c-8669-ea87ca629520","1326","0.5","0.09550561797752809","17","1"
"377179d5-ac83-4d34-b5b1-f3d8caa60f79","1192","1","0.14685314685314685","21","4"
"1de1b591-a73f-4974-b507-8c63e07a0868","1386","0","0.10588235294117647","18","0"
"7c2a4fe5-43e8-4e20-bef2-0278d18afc4b","1106","0.9230769230769231","0.12","30","12"
"16d40f56-691b-42a7-a5ab-157568921e03","958","0","0.1198501872659176","32","0"
"59119143-c0fa-49dd-adf0-e2fd3029c48b","1716","1","0.33098591549295775","47","12"
"5e57a8cd-f4f0-40b2-84a0-e002751c0d40","1084","0.5","0.1118421052631579","17","3"
"c207aaee-0b67-4520-ad02-2c289228be2a","1396","0.6","0.13372093023255813","23","6"
"3979067a-9c68-443d-a85f-d9f07be880b9","1126","1","0.08333333333333333","14","3"
"6b8cf2a0-b045-4d91-9d91-c602d40c6237","1402","1","0.18803418803418803","22","4"
"4b22be3a-8ce1-47d1-b82e-6c3ccfb0548b","1086","1","0.07608695652173914","7","1"
"8a76a9b9-3127-45fe-b20f-a8f643276281","1046","0","0.07567567567567568","14","0"
"907ae517-22d5-4ac7-bc3a-3f4d5eaeeb57","918","0.14285714285714285","0.05970149253731343","12","1"
"09ef446c-a13d-49d9-a94c-cd5f5a2d440b","1378","0.16666666666666666","0.16911764705882354","23","1"
"89b24b5f-d837-4274-8877-8ff7dc2708ba","1214","1","0.037383177570093455","8","3"
"ededbdae-d9dc-4206-9335-d7158f2d7700","1432","1","0.10256410256410256","8","2"
"a20dd48d-d344-4db1-b0e9-a2b71c3cc9d1","1396","1","0.08771929824561403","10","4"
"3ceaeb1b-8b25-453d-ac09-e466cfdd9c77","720","1","0.042682926829268296","7","1"
"0c7f18d5-36cb-4bc6-a358-443b97666215","1092","1","0.10429447852760736","17","3"
"4adcd967-9ff7-4940-b8b9-0c4215bbcb75","1286","0.36363636363636365","0.10196078431372549","26","4"
"da3e7d3d-2ca0-40c3-9602-fca37c92f507","972","1","0.11450381679389313","15","2"
"4ec85850-f274-4c0c-9a03-0488267caa14","1410","1","0.10135135135135136","15","2"
"afaef788-34d1-460b-b884-9d7ae6ddeb18","1198","1","0.0859375","11","1"
"02418479-9455-417f-a6a1-004356faff37","1246","1","0.11818181818181818","13","5"
"730e39e6-c61d-48b5-8827-bfd952bf1be7","976","0","0.07894736842105263","15","0"
"749d2994-44e7-40d3-8630-7bebed239e9e","958","0.5","0.06172839506172839","10","1"
"ef8d9c3a-5860-45bf-8205-14e2df9a6fc8","1338","0.5","0.21","63","5"
"dba4fd31-8931-42dd-bd86-45479c2abf74","1822","1","0.345679012345679","28","6"
"9d4b1e44-3c66-4b1b-8a1d-308aa4f841f8","1430","1","0.12612612612612611","14","3"
"c803b788-4213-4fab-b841-7e5bbf66088e","834","1","0.08620689655172414","15","1"
"28b46183-c62f-47b1-9fee-3ba148202cab","1222","1","0.08333333333333333","14","6"
"60e7130a-d321-4e50-93a4-999013c76054","1360","1","0.13291139240506328","21","6"
"395611fa-aec2-4c9e-92c3-70cf95cc00f4","1372","1","0.11403508771929824","13","6"
"36cd2364-d113-47d1-b2c4-b088d9eb88dd","1188","1","0.08860759493670886","7","2"
"97836c48-8777-4b4e-98fb-e99204f38bdd","1286","0.5909090909090909","0.19256756756756757","57","13"
"e3c85068-b4b6-40b9-a16c-5c3b2d059ec4","1240","0.3333333333333333","0.05732484076433121","9","1"
"93723b12-db34-4047-885e-8606415b1553","910","0","0.09090909090909091","15","0"
"ba284fe6-bb29-455c-8321-9714a0cdc05e","1302","1","0.1111111111111111","16","4"
"dfbd3afc-9905-4cff-a4f4-df08a4d0a7fa","1426","0.5","0.13812154696132597","25","6"
"550c74d4-1fcb-406a-b02a-639a760a4380","2154","1","0.4423076923076923","23","13"
"c61fe162-2202-4e56-9ba0-393547f9875f","1628","1","0.20388349514563106","21","4"
"824597b8-c89a-47ec-8526-7efc6e24ef0e","1980","1","0.4838709677419355","15","1"
"9519a4ea-c4a0-4127-b06a-aac9ffaf7a32","1060","1","0.050761421319796954","10","3"
"f7e7b78c-c769-4720-8585-1874773eb342","1410","0.9","0.10497237569060773","19","9"
"c8de43a3-ebd3-4000-b343-a6ffed11d34d","1458","1","0.08490566037735849","9","5"
"196f8f13-d4df-4740-8746-8fed3bc71840","990","0.3333333333333333","0.06854838709677419","17","2"
"e157ad1e-be35-47f3-92db-01799f8fb6a5","746","0.6666666666666666","0.10687022900763359","28","4"
"e8065e1d-e937-4b56-8011-78f0d07328a0","1262","0.8181818181818182","0.10555555555555556","19","9"
"e7c67480-1816-4071-9eab-a1d1b535a344","1024","0.5","0.05319148936170213","5","1"
"fb868840-09fa-49b1-85cb-b08ad065e972","838","0","0.04225352112676056","6","0"
"45866598-4ee4-46b6-ade2-ffcdbe98e58f","1178","1","0.09420289855072464","13","3"
"edd8d1e8-be43-4c38-bb3a-83081fbaf0b5","1450","1","0.12195121951219512","10","6"
"703243f0-8cb3-420f-958f-5fd4bde30293","1106","1","0.11377245508982035","19","6"
"1da10d5c-36a8-473f-a5d4-782ad61d8057","1004","0","0.025974025974025976","2","0"
"5a3fdf5a-bff8-4896-b288-3f43f9a72d9b","1196","0.8888888888888888","0.08854166666666667","17","8"
"de3dcb5d-775a-479f-99f5-d1883ed9b1b5","864","0","0.05","8","0"
"3dd196b6-a85a-4e3e-bb57-ec34241f8117","1428","0.625","0.10880829015544041","21","5"
"0c2841bb-038c-4fbf-8360-bc0a1522b58d","1492","0.8","0.18045112781954886","24","12"
"ea9f4de3-fc35-435a-8dff-a5657d14a9bd","1160","0","0.05442176870748299","8","0"
"340bbe8b-e987-4c3e-ab4e-9dee63e57d4f","1250","0.14285714285714285","0.0967741935483871","12","1"
"2cb1c213-b3f2-4433-8f89-6a3b4c3d2795","942","0","0.06666666666666667","10","0"
"a0be9bb2-3234-4c6c-b8ce-0879b1f43003","1382","0.6666666666666666","0.12","12","4"
"e87906d2-db1a-4e19-b910-adb4eb339945","1560","1","0.18518518518518517","15","4"
"acf4d685-a718-42f7-9a7a-dee069ae8db2","1110","1","0.09289617486338798","17","3"
"60c60923-ff1b-43f7-8768-731499fcffc9","1504","1","0.16981132075471697","9","3"
"f0449cbd-855c-4c20-a1f5-f76a395d8d39","1258","0.75","0.14634146341463414","18","3"
"44503105-3e13-408d-a44f-37d503c61d72","972","0.75","0.06802721088435375","10","3"
"ae83ef2c-960f-4c5b-97cc-52465c687c18","1562","1","0.14606741573033707","13","6"
"dcb9c2a7-ae54-4ddc-a567-640bf4bf4366","1436","1","0.1926605504587156","21","10"
"89ca686a-7c72-4d8f-9290-e89635624a83","1132","0.5714285714285714","0.09316770186335403","15","4"
"358789f9-7d87-411d-919e-d597da665cbd","1054","1","0.05042016806722689","6","1"
"23d3e5fe-3f82-44cf-91a1-6646a12a0255","1552","0.6","0.18840579710144928","13","3"
"23467047-6dba-4498-b783-1ebc4f74b8c2","1380","1","0.15492957746478872","11","2"
"dade5835-ccaf-45e3-b9a3-46017e0384b3","1144","1","0.09883720930232558","17","3"
"3aa83ed2-f48b-4ce6-a614-2c54ddf50538","2302","1","0.4507042253521127","32","11"
"322f0459-f394-44f0-977b-55fd0cbe0712","970","0","0.0546875","7","0"
"7975cb9d-d37e-44f8-9614-86d2ad453c35","894","1","0.048484848484848485","8","1"
"fc9ec820-4245-4a96-b009-5308a818ca58","760","0","0.009523809523809525","1","0"
"c8d95ca8-7d12-4072-aeaf-e20f248c7e39","894","0","0.04477611940298507","6","0"
"229d6627-1292-4ae1-8849-b0f956fa6540","1570","1","0.25","20","2"
"47a785ed-8095-4685-8daa-02c4e2b0ffcd","1458","1","0.1414141414141414","14","2"
"20347559-95a9-4689-bb79-c5bb3809b719","1224","0.6923076923076923","0.10465116279069768","18","9"
"02238355-9c84-4ae0-b850-269f460144a8","1286","1","0.1","14","3"
"50aa7aff-1f01-4224-9a83-01f74d703ec2","1358","0.875","0.11949685534591195","19","7"
"a34b7416-cfe3-4a1e-a8c1-a3056b747519","1494","0.7272727272727273","0.1346153846153846","21","8"
"503094aa-6f8f-42c1-ad5a-9305934e5f0c","1372","0.8","0.09352517985611511","13","4"
"ceef2d5a-77ea-4e56-9806-fd1a2d5be400","814","0","0.04430379746835443","7","0"
"41c84665-1f99-40ab-aaca-1188649eb263","752","0","0.030534351145038167","4","0"
"c5229c17-b7be-4b05-b683-f2277edc4849","934","0","0.022727272727272728","3","0"
"b685757b-521e-4353-a233-97052359723d","1140","1","0.06993006993006994","10","3"
"74b7fe23-5d3a-4092-8d78-7c0eba8f6f73","1444","1","0.1188118811881188","12","10"
"99d4d99d-cf56-45aa-aa39-a250695612f2","1632","0.875","0.25862068965517243","15","7"
"1515b0c2-1b55-4cd4-ad81-fb6b1f3e8188","1532","1","0.14893617021276595","14","7"
"db6174d7-211d-4817-b8e4-8384594c83f9","1026","1","0.04807692307692308","5","1"
"ac2173f9-f223-440a-9231-fd98762bdc6f","1484","1","0.16842105263157894","16","7"
"3f0c9466-5ab9-4205-a84f-b4b27b5a678e","920","0","0.052884615384615384","11","0"
"1d67f5ff-1fce-45e5-b6a1-416c569351e2","1292","1","0.14772727272727273","13","3"
"ee6099b0-fb1f-42f1-b862-7708c6e36d05","1156","1","0.12389380530973451","14","1"
"94fac5fe-97d5-4c12-a80c-8efff9d853ae","856","1","0.050359712230215826","7","1"
"a6395447-677d-4c39-8eda-2d57e527c94e","1354","0.14285714285714285","0.10240963855421686","17","1"
"63a19c7c-49d7-4b75-aac8-d0ff36c45fb8","884","0","0.10622710622710622","29","0"
"736892cb-a34b-4bb9-b56c-e26e3db207a2","1932","1","0.3333333333333333","23","10"
"45900b2f-f6a9-4c42-9642-008f3c1cf6dd","968","0","0.06976744186046512","9","0"
"7c427c3d-ecd8-45ef-bebd-8f10f4a311db","1972","1","0.27586206896551724","32","12"
"02090581-61aa-4348-ad57-451be8ee91c2","1458","0","0.19402985074626866","13","0"
"16cd0b90-f70c-4efa-b252-8de8784ef9a3","1436","1","0.12","12","5"
"43985bbc-a0f6-4812-984e-392bc8562633","818","0","0.03636363636363636","4","0"
"900ca697-ad38-4b2b-bc74-2ff7eb6ea951","1340","1","0.13978494623655913","13","4"
"8a3ad2ef-8bcb-40c0-85de-f03328c2b644","1144","0.2727272727272727","0.1553398058252427","48","3"
"b76d1ae6-ad1d-4bac-b4c3-2e03e0e84d9b","1002","0","0.03937007874015748","5","0"
"f9db72dc-9a5b-48a4-a86e-7464d9a2166a","1134","1","0.1111111111111111","16","3"
"bbfb3e4a-b389-4391-8141-13b68c0ef2e0","1658","1","0.21052631578947367","24","9"
"2cce7250-f8f9-4c0a-87b1-ba3c5b8ed6b3","962","0.4","0.13194444444444445","19","2"
"92eed395-62ca-4293-882b-8565c40daab5","1412","0","0.08695652173913043","8","0"
"8d11aa49-d4cd-48b1-aa0f-8548fa733416","958","0","0.06097560975609756","10","0"
"3015882b-4897-4d2c-8e33-6731c85a0d03","1414","0.375","0.12413793103448276","18","3"
"699b192c-f3f2-4ac5-9ca9-e35bcf08ad8a","892","1","0.05925925925925926","8","1"
"78f9c223-9982-4282-a496-a6f892f0a5bf","904","0","0","0","0"
"b83a3ba0-249e-4c39-bbf0-cb005413f7d2","1172","0.875","0.12658227848101267","20","7"
"16052b52-ade1-406f-a06b-ce7ea607fb63","1194","1","0.07142857142857142","9","4"
"2bb2eda7-3b38-4c56-870f-c3218a1056f5","1548","1","0.14893617021276595","14","3"
"f8e17f4f-080d-4bba-bd05-ca27e94ccecc","1218","0.3333333333333333","0.11235955056179775","20","3"
"27e0948b-9916-473b-8d8c-a51bdfbc7457","1794","1","0.2621359223300971","27","2"
"060209fa-4b7d-4e08-bf8b-8759bba5641b","1344","1","0.13636363636363635","15","3"
